,mills,OPEX,CAPEX,logistic,profit,additional costs,et,etmk,etsaf,etpc,etref,eta,etr,j1,j2,sug,el,SAF,SAF ref,SAF air,g,d,objective,sc cost,individual profit,capacity
10,Alcon,167969586.7185666,0.0,0.0,129781391409.2392,94439192310.42108,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,193784132.3608685,1000000
11,Alcoolquímica,335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
12,Alcoolvale,335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
13,Alta Floresta (Alto Alegre),335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
14,Alta Mogiana,923832726.9521163,0.0,0.0,129781391409.2392,94439192310.42108,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.545491904,55410.45450809598,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,1065812727.9847772,5500000
15,Alta Paulista (Usalpa),335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
16,Alta Paulista II,325398872.0,0.0,0.0,129781391409.2392,94439192310.42108,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,121646056.32,2000000
17,Alto Alegre - Florestópolis,503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
18,Alto Alegre - Unidade Junqueira,671878346.8742664,0.0,0.0,129781391409.2392,94439192310.42108,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,775136529.4434745,4000000
19,Alto Alegre - Unidade Santo Inácio,671878346.8742664,0.0,0.0,129781391409.2392,94439192310.42108,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,775136529.4434745,4000000
20,Alto Taquari,650797744.0,0.0,0.0,129781391409.2392,94439192310.42108,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,243292112.64,4000000
21,Alvorada,335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
22,Americana,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
23,Andrade,503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
24,Angélica,671878346.8742664,0.0,0.0,129781391409.2392,94439192310.42108,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,775136529.4434745,4000000
25,Anicuns,488098308.0,0.0,0.0,129781391409.2392,94439192310.42108,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,182469084.48000002,3000000
26,Aroeira,167969586.7185666,0.0,0.0,129781391409.2392,94439192310.42108,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,193784132.3608685,1000000
27,Atena Tecnologias - Fazendo Bartira,167969586.7185666,0.0,0.0,129781391409.2392,94439192310.42108,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,193784132.3608685,1000000
28,Avaré,335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
29,Bahia Etanol,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
30,Baldin Bioenergia,335939173.4371332,0.0,3738638.0396902338,129781391409.2392,94439192310.42108,72225.6,0.0,0.0,0.0,0.0,0.0,72225.6,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,383829626.682047,2000000
31,Bambuí,325398872.0,0.0,9084927.458777959,129781391409.2392,94439192310.42108,180564.0,0.0,0.0,0.0,0.0,0.0,180564.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,112561128.86122203,2000000
32,Bandeirantes,503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
33,Barra Grande,839847933.592833,0.0,0.0,129781391409.2392,94439192310.42108,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.8595380946,50373.140461905394,445214.1037231856,266000.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,968920661.8043427,5000000
34,Barralcool,503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
35,Batatais,671878346.8742664,0.0,0.0,129781391409.2392,94439192310.42108,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,775136529.4434745,4000000
36,Batatais - Unidade Lins,503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
37,Bazan,671878346.8742664,0.0,0.0,129781391409.2392,94439192310.42108,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,775136529.4434745,4000000
38,Bela Vista,671878346.8742664,0.0,0.0,129781391409.2392,94439192310.42108,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,775136529.4434745,4000000
39,Bevap,503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
40,Bioenergia,325398872.0,0.0,0.0,129781391409.2392,94439192310.42108,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,121646056.32,2000000
41,Bioflex Agroindustrial,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
42,Biopav(Revati),650797744.0,0.0,0.0,129781391409.2392,94439192310.42108,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,243292112.64,4000000
43,BIOSEV - Unidade Ares,335939173.4371332,0.0,3355122.8308032285,129781391409.2392,94439192310.42108,72225.6,0.0,0.0,0.0,0.0,0.0,72225.6,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,384213141.89093405,2000000
44,BIOSEV - UNIDADE COLOMBIA,503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
45,Biosev - Unidade Lagoa da Prata,503908760.15569973,0.0,4584601.284530611,129781391409.2392,94439192310.42108,108338.4,0.0,0.0,0.0,0.0,0.0,108338.4,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,576767795.798075,3000000
46,BIOSEV - Unidade Leme,335939173.4371332,0.0,3445213.114254595,129781391409.2392,94439192310.42108,72225.6,0.0,0.0,0.0,0.0,0.0,72225.6,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,384123051.6074827,2000000
47,BIOSEV - Unidade MB,503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
48,BIOSEV - Unidade Passa Tempo,503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
49,BIOSEV - Unidade Pedras de Fogo,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
50,BIOSEV - Unidade Rio Brilhante,839847933.592833,0.0,0.0,129781391409.2392,94439192310.42108,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.8595380946,50373.140461905394,445214.1037231856,266000.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,968920661.8043427,5000000
51,BIOSEV - Unidade Santa Elisa,923832726.9521163,0.0,0.0,129781391409.2392,94439192310.42108,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.545491904,55410.45450809598,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,1065812727.9847772,5500000
52,BIOSEV - Unidade Vale do Rosário,923832726.9521163,0.0,0.0,129781391409.2392,94439192310.42108,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.545491904,55410.45450809598,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,1065812727.9847772,5500000
53,Boa Vista,813497180.0,0.0,0.0,129781391409.2392,94439192310.42108,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,304115140.8000002,5000000
54,Bom Jesus,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
55,Bom Sucesso,503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
56,Branco Peres,167969586.7185666,0.0,0.0,129781391409.2392,94439192310.42108,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,193784132.3608685,1000000
57,BRENCO - Usina Morro Vermelho,650797744.0,0.0,0.0,129781391409.2392,94439192310.42108,361128.0,361128.0,0.0,0.0,0.0,0.0,0.0,0.0,2936000.0,0.0,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,243292112.64,4000000
58,Buriti - Sorriso,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
59,Buriti - Buritizal,488098308.0,0.0,0.0,129781391409.2392,94439192310.42108,270846.0,270846.0,0.0,0.0,0.0,0.0,0.0,0.0,2202000.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,182469084.48000002,3000000
60,Cabrera Energética,325398872.0,0.0,0.0,129781391409.2392,94439192310.42108,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,121646056.32,2000000
61,Cachoeira - Tupaciguara,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
62,Caçú,335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
63,Caeté,335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
64,Caeté - Unidade Paulicéia,813497180.0,0.0,0.0,129781391409.2392,94439192310.42108,451410.0,451410.0,0.0,0.0,0.0,0.0,0.0,0.0,3670000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,304115140.8000002,5000000
65,Cafealcool,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
66,Camaragibe,167969586.7185666,0.0,0.0,129781391409.2392,94439192310.42108,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,193784132.3608685,1000000
67,Cambuí,325398872.0,0.0,0.0,129781391409.2392,94439192310.42108,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,121646056.32,2000000
68,Campo Lindo,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
69,Canabrava 1,325398872.0,0.0,10377885.59544015,129781391409.2392,94439192310.42108,180564.0,0.0,0.0,0.0,0.0,0.0,180564.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,111268170.72455984,2000000
70,Carolo (N.Sra. Aparecida - BC Pontal),503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
71,CBB - CIA Bioenergética,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
72,Ceara-Mirim,162699436.0,0.0,3364670.4891490485,129781391409.2392,94439192310.42108,90282.0,0.0,0.0,0.0,0.0,0.0,90282.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,57458357.67085096,1000000
73,Cenasa,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
74,Central Leão Utinga,167969586.7185666,0.0,0.0,129781391409.2392,94439192310.42108,36112.8,36112.8,0.0,0.0,0.0,0.0,0.0,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,193784132.3608685,1000000
75,Central Morrinhos,335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
76,Central Olho D'Água,335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
77,Centro Oeste Iguatemi,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
78,Cerradão,335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
79,Cevasa,503908760.15569973,0.0,0.0,129781391409.2392,94439192310.42108,108338.4,108338.4,0.0,0.0,0.0,0.0,0.0,2171776.1157228565,30223.884277143516,267128.4622339113,159600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,581352397.0826056,3000000
80,Cia. Energética Vale do São Simão,335939173.4371332,0.0,0.0,129781391409.2392,94439192310.42108,72225.6,72225.6,0.0,0.0,0.0,0.0,0.0,1447850.743815238,20149.25618476211,178085.64148927425,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,387568264.72173727,2000000
81,Citrosuco,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
82,Clealco - Unidade Queiroz,923832726.9521163,0.0,0.0,129781391409.2392,94439192310.42108,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.545491904,55410.45450809598,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,1065812727.9847772,5500000
83,Coaf - Cruangi,162699436.0,0.0,0.0,129781391409.2392,94439192310.42108,90282.0,90282.0,0.0,0.0,0.0,0.0,0.0,0.0,734000.0,0.0,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,60823028.16,1000000
84,Coagro,167969586.7185666,0.0,2005291.6115026847,129781391409.2392,94439192310.42108,36112.8,0.0,0.0,0.0,0.0,0.0,36112.8,723925.371907619,10074.628092381055,89042.82074463711,53200.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,191778840.74936584,1000000
85,Cocal,671878346.8742664,0.0,0.0,129781391409.2392,94439192310.42108,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,775136529.4434745,4000000
86,Cocal - Unidade Narandiba,671878346.8742664,0.0,0.0,129781391409.2392,94439192310.42108,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,775136529.4434745,4000000
87,COFCO BRASIL S.A. - Catanduva,839847933.592833,0.0,0.0,129781391409.2392,94439192310.42108,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.8595380946,50373.140461905394,445214.1037231856,266000.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,968920661.8043427,5000000
88,COFCO BRASIL S.A. - Meridiano,671878346.8742664,0.0,0.0,129781391409.2392,94439192310.42108,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,775136529.4434745,4000000
89,COFCO BRASIL S.A. - Potirendaba,671878346.8742664,0.0,0.0,129781391409.2392,94439192310.42108,144451.2,144451.2,0.0,0.0,0.0,0.0,0.0,2895701.487630476,40298.51236952422,356171.2829785485,212800.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,775136529.4434745,4000000
90,COFCO BRASIL S.A. - Sebastianópolis do Sul,839847933.592833,0.0,0.0,129781391409.2392,94439192310.42108,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,3619626.8595380946,50373.140461905394,445214.1037231856,266000.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,968920661.8043427,5000000
91,Colombo,923832726.9521163,0.0,0.0,129781391409.2392,94439192310.42108,198620.4,198620.4,0.0,0.0,0.0,0.0,0.0,3981589.545491904,55410.45450809598,489735.5140955042,292600.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,1065812727.9847772,5500000
92,Colombo (Unidade Palestina),325398872.0,0.0,0.0,129781391409.2392,94439192310.42108,180564.0,180564.0,0.0,0.0,0.0,0.0,0.0,0.0,1468000.0,0.0,106400.0,0.0,0.0,0.0,0.0,0.0,129781391409.2392,233792696082.94812,121646056.32,2000000
